year,Hourly.Salary,Sex_male,Race_hispanic,Race_white,Education_bachelors_degree,Education_high_school,Education_less_than_hs,Education_some_college
2009,31.84,False,True,False,True,False,False,False
2008,31.83,False,True,False,True,False,False,False
2007,31.96,False,True,False,True,False,False,False
2006,32.08,False,True,False,True,False,False,False
2005,31.82,False,True,False,True,False,False,False
2004,31.66,False,True,False,True,False,False,False
2003,32.0,False,True,False,True,False,False,False
2002,32.01,False,True,False,True,False,False,False
2001,31.72,False,True,False,True,False,False,False
2000,31.19,False,True,False,True,False,False,False
1999,30.53,False,True,False,True,False,False,False
1998,30.01,False,True,False,True,False,False,False
1997,28.84,False,True,False,True,False,False,False
1996,27.98,False,True,False,True,False,False,False
1995,28.21,False,True,False,True,False,False,False
1994,28.08,False,True,False,True,False,False,False
1993,27.58,False,True,False,True,False,False,False
1992,27.51,False,True,False,True,False,False,False
1991,26.92,False,True,False,True,False,False,False
1990,27.07,False,True,False,True,False,False,False
1989,26.48,False,True,False,True,False,False,False
1988,26.37,False,True,False,True,False,False,False
1987,26.11,False,True,False,True,False,False,False
1986,25.45,False,True,False,True,False,False,False
1985,24.69,False,True,False,True,False,False,False
1984,24.11,False,True,False,True,False,False,False
1983,23.75,False,True,False,True,False,False,False
1982,23.57,False,True,False,True,False,False,False
1981,22.94,False,True,False,True,False,False,False
1980,22.96,False,True,False,True,False,False,False
1979,23.26,False,True,False,True,False,False,False
1978,23.65,False,True,False,True,False,False,False
1977,23.88,False,True,False,True,False,False,False
1976,24.52,False,True,False,True,False,False,False
1975,24.44,False,True,False,True,False,False,False
1974,24.7,False,True,False,True,False,False,False
1973,25.5,False,True,False,True,False,False,False
2022,44.34,False,True,False,False,False,False,False
2021,44.8,False,True,False,False,False,False,False
2020,46.04,False,True,False,False,False,False,False
2019,44.22,False,True,False,False,False,False,False
2018,43.19,False,True,False,False,False,False,False
2017,42.75,False,True,False,False,False,False,False
2016,42.17,False,True,False,False,False,False,False
2015,41.16,False,True,False,False,False,False,False
2014,40.34,False,True,False,False,False,False,False
2013,41.03,False,True,False,False,False,False,False
2012,40.83,False,True,False,False,False,False,False
2011,41.18,False,True,False,False,False,False,False
2010,41.73,False,True,False,False,False,False,False
2009,41.8,False,True,False,False,False,False,False
2008,40.9,False,True,False,False,False,False,False
2007,40.68,False,True,False,False,False,False,False
2006,40.46,False,True,False,False,False,False,False
2005,40.39,False,True,False,False,False,False,False
2004,40.32,False,True,False,False,False,False,False
2003,40.38,False,True,False,False,False,False,False
2002,40.55,False,True,False,False,False,False,False
2001,39.94,False,True,False,False,False,False,False
2000,39.36,False,True,False,False,False,False,False
1999,39.36,False,True,False,False,False,False,False
1998,38.56,False,True,False,False,False,False,False
1997,37.8,False,True,False,False,False,False,False
1996,37.61,False,True,False,False,False,False,False
1995,37.21,False,True,False,False,False,False,False
1994,38.13,False,True,False,False,False,False,False
1993,35.48,False,True,False,False,False,False,False
1992,34.82,False,True,False,False,False,False,False
1991,34.11,False,True,False,False,False,False,False
1990,33.14,False,True,False,False,False,False,False
1989,33.54,False,True,False,False,False,False,False
1988,32.97,False,True,False,False,False,False,False
1987,32.69,False,True,False,False,False,False,False
1986,32.03,False,True,False,False,False,False,False
1985,30.9,False,True,False,False,False,False,False
1984,30.55,False,True,False,False,False,False,False
1983,29.65,False,True,False,False,False,False,False
1982,28.81,False,True,False,False,False,False,False
1981,28.51,False,True,False,False,False,False,False
1980,28.47,False,True,False,False,False,False,False
1979,28.83,False,True,False,False,False,False,False
1978,30.0,False,True,False,False,False,False,False
1977,30.33,False,True,False,False,False,False,False
1976,31.05,False,True,False,False,False,False,False
1975,32.14,False,True,False,False,False,False,False
1974,30.78,False,True,False,False,False,False,False
1973,32.73,False,True,False,False,False,False,False
2022,15.7,False,False,True,False,False,True,False
2021,16.2,False,False,True,False,False,True,False
2020,17.01,False,False,True,False,False,True,False
2019,15.89,False,False,True,False,False,True,False
2018,16.05,False,False,True,False,False,True,False
2017,15.96,False,False,True,False,False,True,False
2016,15.38,False,False,True,False,False,True,False
2015,15.34,False,False,True,False,False,True,False
2014,14.92,False,False,True,False,False,True,False
2013,14.76,False,False,True,False,False,True,False
2012,15.28,False,False,True,False,False,True,False
2011,15.18,False,False,True,False,False,True,False
2010,15.2,False,False,True,False,False,True,False
2009,15.62,False,False,True,False,False,True,False
2008,15.25,False,False,True,False,False,True,False
2007,15.36,False,False,True,False,False,True,False
2006,15.08,False,False,True,False,False,True,False
2005,15.19,False,False,True,False,False,True,False
2004,15.26,False,False,True,False,False,True,False
2003,15.49,False,False,True,False,False,True,False
2002,15.48,False,False,True,False,False,True,False
2001,15.17,False,False,True,False,False,True,False
2000,14.92,False,False,True,False,False,True,False
1999,14.97,False,False,True,False,False,True,False
1998,15.01,False,False,True,False,False,True,False
1997,14.44,False,False,True,False,False,True,False
1996,14.25,False,False,True,False,False,True,False
1995,14.4,False,False,True,False,False,True,False
1994,14.72,False,False,True,False,False,True,False
1993,15.08,False,False,True,False,False,True,False
1992,15.31,False,False,True,False,False,True,False
1991,15.56,False,False,True,False,False,True,False
1990,15.52,False,False,True,False,False,True,False
1989,15.93,False,False,True,False,False,True,False
1988,16.32,False,False,True,False,False,True,False
1987,16.17,False,False,True,False,False,True,False
1986,16.56,False,False,True,False,False,True,False
1985,16.6,False,False,True,False,False,True,False
1984,16.7,False,False,True,False,False,True,False
1983,16.92,False,False,True,False,False,True,False
1982,17.23,False,False,True,False,False,True,False
1981,17.6,False,False,True,False,False,True,False
1980,17.94,False,False,True,False,False,True,False
1979,18.48,False,False,True,False,False,True,False
1978,17.88,False,False,True,False,False,True,False
1977,18.09,False,False,True,False,False,True,False
1976,17.89,False,False,True,False,False,True,False
1975,17.83,False,False,True,False,False,True,False
1974,18.15,False,False,True,False,False,True,False
1973,18.67,False,False,True,False,False,True,False
2022,23.31,False,False,True,False,True,False,False
2021,23.6,False,False,True,False,True,False,False
2020,24.0,False,False,True,False,True,False,False
2019,22.94,False,False,True,False,True,False,False
2018,23.02,False,False,True,False,True,False,False
2017,22.71,False,False,True,False,True,False,False
2016,22.37,False,False,True,False,True,False,False
2015,22.12,False,False,True,False,True,False,False
2014,21.65,False,False,True,False,True,False,False
2013,21.54,False,False,True,False,True,False,False
2012,21.77,False,False,True,False,True,False,False
2011,21.89,False,False,True,False,True,False,False
2010,22.11,False,False,True,False,True,False,False
2009,22.51,False,False,True,False,True,False,False
2008,22.01,False,False,True,False,True,False,False
2007,22.1,False,False,True,False,True,False,False
2006,22.17,False,False,True,False,True,False,False
2005,22.09,False,False,True,False,True,False,False
2004,22.31,False,False,True,False,True,False,False
2003,22.38,False,False,True,False,True,False,False
2002,22.37,False,False,True,False,True,False,False
2001,22.03,False,False,True,False,True,False,False
2000,21.67,False,False,True,False,True,False,False
1999,21.44,False,False,True,False,True,False,False
1998,21.15,False,False,True,False,True,False,False
1997,20.72,False,False,True,False,True,False,False
1996,20.39,False,False,True,False,True,False,False
1995,20.36,False,False,True,False,True,False,False
1994,20.47,False,False,True,False,True,False,False
1993,20.26,False,False,True,False,True,False,False
1992,20.28,False,False,True,False,True,False,False
1991,20.4,False,False,True,False,True,False,False
1990,20.35,False,False,True,False,True,False,False
1989,20.63,False,False,True,False,True,False,False
1988,21.23,False,False,True,False,True,False,False
1987,21.14,False,False,True,False,True,False,False
1986,21.12,False,False,True,False,True,False,False
1985,20.9,False,False,True,False,True,False,False
1984,20.73,False,False,True,False,True,False,False
1983,20.81,False,False,True,False,True,False,False
1982,21.02,False,False,True,False,True,False,False
1981,21.03,False,False,True,False,True,False,False
1980,21.27,False,False,True,False,True,False,False
1979,21.99,False,False,True,False,True,False,False
1978,21.83,False,False,True,False,True,False,False
1977,21.85,False,False,True,False,True,False,False
1976,22.09,False,False,True,False,True,False,False
1975,21.94,False,False,True,False,True,False,False
1974,21.97,False,False,True,False,True,False,False
1973,22.65,False,False,True,False,True,False,False
2022,26.28,False,False,True,False,False,False,True
2021,26.29,False,False,True,False,False,False,True
2020,26.9,False,False,True,False,False,False,True
2019,25.47,False,False,True,False,False,False,True
2018,25.15,False,False,True,False,False,False,True
2017,24.65,False,False,True,False,False,False,True
2016,24.61,False,False,True,False,False,False,True
2015,24.52,False,False,True,False,False,False,True
2014,23.7,False,False,True,False,False,False,True
2013,23.69,False,False,True,False,False,False,True
2012,23.63,False,False,True,False,False,False,True
2011,23.83,False,False,True,False,False,False,True
2010,24.46,False,False,True,False,False,False,True
2009,24.73,False,False,True,False,False,False,True
2008,24.37,False,False,True,False,False,False,True
2007,24.7,False,False,True,False,False,False,True
2006,24.53,False,False,True,False,False,False,True
2005,24.6,False,False,True,False,False,False,True
2004,24.97,False,False,True,False,False,False,True
2003,24.96,False,False,True,False,False,False,True
2002,25.15,False,False,True,False,False,False,True
2001,24.93,False,False,True,False,False,False,True
2000,24.45,False,False,True,False,False,False,True
1999,24.18,False,False,True,False,False,False,True
1998,23.74,False,False,True,False,False,False,True
1997,23.29,False,False,True,False,False,False,True
1996,22.86,False,False,True,False,False,False,True
1995,22.6,False,False,True,False,False,False,True
1994,22.81,False,False,True,False,False,False,True
1993,22.83,False,False,True,False,False,False,True
1992,22.76,False,False,True,False,False,False,True
1991,22.97,False,False,True,False,False,False,True
1990,23.09,False,False,True,False,False,False,True
1989,23.09,False,False,True,False,False,False,True
1988,23.48,False,False,True,False,False,False,True
1987,23.69,False,False,True,False,False,False,True
1986,23.56,False,False,True,False,False,False,True
1985,23.06,False,False,True,False,False,False,True
1984,22.75,False,False,True,False,False,False,True
1983,22.64,False,False,True,False,False,False,True
1982,22.83,False,False,True,False,False,False,True
1981,22.79,False,False,True,False,False,False,True
1980,23.09,False,False,True,False,False,False,True
1979,23.56,False,False,True,False,False,False,True
1978,23.59,False,False,True,False,False,False,True
1977,23.29,False,False,True,False,False,False,True
1976,23.79,False,False,True,False,False,False,True
1975,23.66,False,False,True,False,False,False,True
1974,23.68,False,False,True,False,False,False,True
1973,24.43,False,False,True,False,False,False,True
2022,43.3,False,False,True,True,False,False,False
2021,43.06,False,False,True,True,False,False,False
2020,43.16,False,False,True,True,False,False,False
2019,41.06,False,False,True,True,False,False,False
2018,40.49,False,False,True,True,False,False,False
2017,40.07,False,False,True,True,False,False,False
2016,39.95,False,False,True,True,False,False,False
2015,39.19,False,False,True,True,False,False,False
2014,37.61,False,False,True,True,False,False,False
2013,38.17,False,False,True,True,False,False,False
2012,37.85,False,False,True,True,False,False,False
2011,37.43,False,False,True,True,False,False,False
2010,38.62,False,False,True,True,False,False,False
2009,38.39,False,False,True,True,False,False,False
2008,38.09,False,False,True,True,False,False,False
2007,38.32,False,False,True,True,False,False,False
2006,38.03,False,False,True,True,False,False,False
2005,38.11,False,False,True,True,False,False,False
2004,37.76,False,False,True,True,False,False,False
2003,38.38,False,False,True,True,False,False,False
2002,38.47,False,False,True,True,False,False,False
2001,38.13,False,False,True,True,False,False,False
2000,37.46,False,False,True,True,False,False,False
1999,36.64,False,False,True,True,False,False,False
1998,35.87,False,False,True,True,False,False,False
1997,34.27,False,False,True,True,False,False,False
1996,33.33,False,False,True,True,False,False,False
1995,33.52,False,False,True,True,False,False,False
1994,33.4,False,False,True,True,False,False,False
1993,32.74,False,False,True,True,False,False,False
1992,32.73,False,False,True,True,False,False,False
1991,32.48,False,False,True,True,False,False,False
1990,32.89,False,False,True,True,False,False,False
1989,32.56,False,False,True,True,False,False,False
1988,34.14,False,False,True,True,False,False,False
1987,33.92,False,False,True,True,False,False,False
1986,33.32,False,False,True,True,False,False,False
1985,32.0,False,False,True,True,False,False,False
1984,31.67,False,False,True,True,False,False,False
1983,31.22,False,False,True,True,False,False,False
1982,31.12,False,False,True,True,False,False,False
1981,30.71,False,False,True,True,False,False,False
1980,30.44,False,False,True,True,False,False,False
1979,30.99,False,False,True,True,False,False,False
1978,31.24,False,False,True,True,False,False,False
1977,31.41,False,False,True,True,False,False,False
1976,31.75,False,False,True,True,False,False,False
1975,31.89,False,False,True,True,False,False,False
1974,31.97,False,False,True,True,False,False,False
1973,33.25,False,False,True,True,False,False,False
2022,53.3,False,False,True,False,False,False,False
2021,53.62,False,False,True,False,False,False,False
2020,53.8,False,False,True,False,False,False,False
2019,51.81,False,False,True,False,False,False,False
2018,51.8,False,False,True,False,False,False,False
2017,50.03,False,False,True,False,False,False,False
2016,49.85,False,False,True,False,False,False,False
2015,49.0,False,False,True,False,False,False,False
2014,47.46,False,False,True,False,False,False,False
2013,49.14,False,False,True,False,False,False,False
2012,49.43,False,False,True,False,False,False,False
2011,48.29,False,False,True,False,False,False,False
2010,49.58,False,False,True,False,False,False,False
2009,49.8,False,False,True,False,False,False,False
2008,48.15,False,False,True,False,False,False,False
2007,48.1,False,False,True,False,False,False,False
2006,47.96,False,False,True,False,False,False,False
2005,47.6,False,False,True,False,False,False,False
2004,48.14,False,False,True,False,False,False,False
2003,47.7,False,False,True,False,False,False,False
2002,47.87,False,False,True,False,False,False,False
2001,46.87,False,False,True,False,False,False,False
2000,46.57,False,False,True,False,False,False,False
1999,46.77,False,False,True,False,False,False,False
1998,45.34,False,False,True,False,False,False,False
1997,44.54,False,False,True,False,False,False,False
1996,44.07,False,False,True,False,False,False,False
1995,43.72,False,False,True,False,False,False,False
1994,43.91,False,False,True,False,False,False,False
1993,42.12,False,False,True,False,False,False,False
1992,41.59,False,False,True,False,False,False,False
1991,41.24,False,False,True,False,False,False,False
1990,40.43,False,False,True,False,False,False,False
1989,40.29,False,False,True,False,False,False,False
1988,41.56,False,False,True,False,False,False,False
1987,40.91,False,False,True,False,False,False,False
1986,40.23,False,False,True,False,False,False,False
1985,38.75,False,False,True,False,False,False,False
1984,37.67,False,False,True,False,False,False,False
1983,36.89,False,False,True,False,False,False,False
1982,36.2,False,False,True,False,False,False,False
1981,35.42,False,False,True,False,False,False,False
1980,35.61,False,False,True,False,False,False,False
1979,36.48,False,False,True,False,False,False,False
1978,37.5,False,False,True,False,False,False,False
1977,37.44,False,False,True,False,False,False,False
1976,37.65,False,False,True,False,False,False,False
1975,38.65,False,False,True,False,False,False,False
1974,38.37,False,False,True,False,False,False,False
1973,38.11,False,False,True,False,False,False,False
2022,15.19,False,False,False,False,False,True,False
2021,14.55,False,False,False,False,False,True,False
2020,14.55,False,False,False,False,False,True,False
2019,14.19,False,False,False,False,False,True,False
2018,13.31,False,False,False,False,False,True,False
2017,13.93,False,False,False,False,False,True,False
2016,13.48,False,False,False,False,False,True,False
2015,13.64,False,False,False,False,False,True,False
2014,13.43,False,False,False,False,False,True,False
2013,13.4,False,False,False,False,False,True,False
2012,13.12,False,False,False,False,False,True,False
2011,14.04,False,False,False,False,False,True,False
2010,14.4,False,False,False,False,False,True,False
2009,14.07,False,False,False,False,False,True,False
2008,13.69,False,False,False,False,False,True,False
2007,14.23,False,False,False,False,False,True,False
2006,14.05,False,False,False,False,False,True,False
2005,13.9,False,False,False,False,False,True,False
2004,14.13,False,False,False,False,False,True,False
2003,14.77,False,False,False,False,False,True,False
2002,14.47,False,False,False,False,False,True,False
2001,14.03,False,False,False,False,False,True,False
2000,14.1,False,False,False,False,False,True,False
1999,13.92,False,False,False,False,False,True,False
1998,13.69,False,False,False,False,False,True,False
1997,13.53,False,False,False,False,False,True,False
1996,13.58,False,False,False,False,False,True,False
1995,13.66,False,False,False,False,False,True,False
1994,14.27,False,False,False,False,False,True,False
1993,14.28,False,False,False,False,False,True,False
1992,14.56,False,False,False,False,False,True,False
1991,14.14,False,False,False,False,False,True,False
1990,14.21,False,False,False,False,False,True,False
1989,14.38,False,False,False,False,False,True,False
1988,14.73,False,False,False,False,False,True,False
1987,14.92,False,False,False,False,False,True,False
1986,15.2,False,False,False,False,False,True,False
1985,14.83,False,False,False,False,False,True,False
1984,14.98,False,False,False,False,False,True,False
1983,15.39,False,False,False,False,False,True,False
1982,15.43,False,False,False,False,False,True,False
1981,15.81,False,False,False,False,False,True,False
1980,15.77,False,False,False,False,False,True,False
1979,16.4,False,False,False,False,False,True,False
1978,15.19,False,False,False,False,False,True,False
1977,15.73,False,False,False,False,False,True,False
1976,15.9,False,False,False,False,False,True,False
1975,15.35,False,False,False,False,False,True,False
1974,15.61,False,False,False,False,False,True,False
1973,15.77,False,False,False,False,False,True,False
2022,19.39,False,False,False,False,True,False,False
2021,19.66,False,False,False,False,True,False,False
2020,19.66,False,False,False,False,True,False,False
2019,18.73,False,False,False,False,True,False,False
2018,18.14,False,False,False,False,True,False,False
2017,17.94,False,False,False,False,True,False,False
2016,17.95,False,False,False,False,True,False,False
2015,17.62,False,False,False,False,True,False,False
2014,17.61,False,False,False,False,True,False,False
2013,17.66,False,False,False,False,True,False,False
2012,17.92,False,False,False,False,True,False,False
2011,17.84,False,False,False,False,True,False,False
2010,18.45,False,False,False,False,True,False,False
2009,18.69,False,False,False,False,True,False,False
2008,18.05,False,False,False,False,True,False,False
2007,18.26,False,False,False,False,True,False,False
2006,18.52,False,False,False,False,True,False,False
2005,18.46,False,False,False,False,True,False,False
2004,18.92,False,False,False,False,True,False,False
2003,19.18,False,False,False,False,True,False,False
2002,18.75,False,False,False,False,True,False,False
2001,18.51,False,False,False,False,True,False,False
2000,18.36,False,False,False,False,True,False,False
1999,18.19,False,False,False,False,True,False,False
1998,17.88,False,False,False,False,True,False,False
1997,17.43,False,False,False,False,True,False,False
1996,16.9,False,False,False,False,True,False,False
1995,17.08,False,False,False,False,True,False,False
1994,17.45,False,False,False,False,True,False,False
1993,17.16,False,False,False,False,True,False,False
1992,17.08,False,False,False,False,True,False,False
1991,17.22,False,False,False,False,True,False,False
1990,17.24,False,False,False,False,True,False,False
1989,17.55,False,False,False,False,True,False,False
1988,18.16,False,False,False,False,True,False,False
1987,18.05,False,False,False,False,True,False,False
1986,18.04,False,False,False,False,True,False,False
1985,17.7,False,False,False,False,True,False,False
1984,17.72,False,False,False,False,True,False,False
1983,18.2,False,False,False,False,True,False,False
1982,18.18,False,False,False,False,True,False,False
1981,18.35,False,False,False,False,True,False,False
1980,18.54,False,False,False,False,True,False,False
1979,19.13,False,False,False,False,True,False,False
1978,19.79,False,False,False,False,True,False,False
1977,18.83,False,False,False,False,True,False,False
1976,19.37,False,False,False,False,True,False,False
1975,18.41,False,False,False,False,True,False,False
1974,18.7,False,False,False,False,True,False,False
1973,18.69,False,False,False,False,True,False,False
2022,21.34,False,False,False,False,False,False,True
2021,21.26,False,False,False,False,False,False,True
2020,21.79,False,False,False,False,False,False,True
2019,20.44,False,False,False,False,False,False,True
2018,19.98,False,False,False,False,False,False,True
2017,19.8,False,False,False,False,False,False,True
2016,20.28,False,False,False,False,False,False,True
2015,19.59,False,False,False,False,False,False,True
2014,19.4,False,False,False,False,False,False,True
2013,19.38,False,False,False,False,False,False,True
2012,19.77,False,False,False,False,False,False,True
2011,19.84,False,False,False,False,False,False,True
2010,20.88,False,False,False,False,False,False,True
2009,20.82,False,False,False,False,False,False,True
2008,20.6,False,False,False,False,False,False,True
2007,21.16,False,False,False,False,False,False,True
2006,21.09,False,False,False,False,False,False,True
2005,20.69,False,False,False,False,False,False,True
2004,21.26,False,False,False,False,False,False,True
2003,21.64,False,False,False,False,False,False,True
2002,21.25,False,False,False,False,False,False,True
2001,20.99,False,False,False,False,False,False,True
2000,20.99,False,False,False,False,False,False,True
1999,20.54,False,False,False,False,False,False,True
1998,20.59,False,False,False,False,False,False,True
1997,19.89,False,False,False,False,False,False,True
1996,19.12,False,False,False,False,False,False,True
1995,19.66,False,False,False,False,False,False,True
1994,20.01,False,False,False,False,False,False,True
1993,19.72,False,False,False,False,False,False,True
1992,19.96,False,False,False,False,False,False,True
1991,20.41,False,False,False,False,False,False,True
1990,20.22,False,False,False,False,False,False,True
1989,20.29,False,False,False,False,False,False,True
1988,21.05,False,False,False,False,False,False,True
1987,20.67,False,False,False,False,False,False,True
1986,20.54,False,False,False,False,False,False,True
1985,20.01,False,False,False,False,False,False,True
1984,20.33,False,False,False,False,False,False,True
1983,20.11,False,False,False,False,False,False,True
1982,19.91,False,False,False,False,False,False,True
1981,20.56,False,False,False,False,False,False,True
1980,20.76,False,False,False,False,False,False,True
1979,21.15,False,False,False,False,False,False,True
1978,20.39,False,False,False,False,False,False,True
1977,20.83,False,False,False,False,False,False,True
1976,21.93,False,False,False,False,False,False,True
1975,21.01,False,False,False,False,False,False,True
1974,20.41,False,False,False,False,False,False,True
1973,20.82,False,False,False,False,False,False,True
2022,33.39,False,False,False,True,False,False,False
2021,32.62,False,False,False,True,False,False,False
2020,33.64,False,False,False,True,False,False,False
2019,31.83,False,False,False,True,False,False,False
2018,32.0,False,False,False,True,False,False,False
2017,31.49,False,False,False,True,False,False,False
2016,32.1,False,False,False,True,False,False,False
2015,32.06,False,False,False,True,False,False,False
2014,30.82,False,False,False,True,False,False,False
2013,31.11,False,False,False,True,False,False,False
2012,31.08,False,False,False,True,False,False,False
2011,31.86,False,False,False,True,False,False,False
2010,31.64,False,False,False,True,False,False,False
2009,31.42,False,False,False,True,False,False,False
2008,31.33,False,False,False,True,False,False,False
2007,30.95,False,False,False,True,False,False,False
2006,31.95,False,False,False,True,False,False,False
2005,31.12,False,False,False,True,False,False,False
2004,32.15,False,False,False,True,False,False,False
2003,31.53,False,False,False,True,False,False,False
2002,31.68,False,False,False,True,False,False,False
2001,31.42,False,False,False,True,False,False,False
2000,31.0,False,False,False,True,False,False,False
1999,30.96,False,False,False,True,False,False,False
1998,30.18,False,False,False,True,False,False,False
1997,28.11,False,False,False,True,False,False,False
1996,27.48,False,False,False,True,False,False,False
1995,28.8,False,False,False,True,False,False,False
1994,28.4,False,False,False,True,False,False,False
1993,28.74,False,False,False,True,False,False,False
1992,28.15,False,False,False,True,False,False,False
1991,27.88,False,False,False,True,False,False,False
1990,26.89,False,False,False,True,False,False,False
1989,27.14,False,False,False,True,False,False,False
1988,28.58,False,False,False,True,False,False,False
1987,27.72,False,False,False,True,False,False,False
1986,26.96,False,False,False,True,False,False,False
1985,27.5,False,False,False,True,False,False,False
1984,26.5,False,False,False,True,False,False,False
1983,26.16,False,False,False,True,False,False,False
1982,25.82,False,False,False,True,False,False,False
1981,25.59,False,False,False,True,False,False,False
1980,26.23,False,False,False,True,False,False,False
1979,26.78,False,False,False,True,False,False,False
1978,27.79,False,False,False,True,False,False,False
1977,27.24,False,False,False,True,False,False,False
1976,27.17,False,False,False,True,False,False,False
1975,28.05,False,False,False,True,False,False,False
1974,28.46,False,False,False,True,False,False,False
1973,29.09,False,False,False,True,False,False,False
2022,44.67,False,False,False,False,False,False,False
2021,43.37,False,False,False,False,False,False,False
2020,45.76,False,False,False,False,False,False,False
2019,42.73,False,False,False,False,False,False,False
2018,42.22,False,False,False,False,False,False,False
2017,40.68,False,False,False,False,False,False,False
2016,41.26,False,False,False,False,False,False,False
2015,41.13,False,False,False,False,False,False,False
2014,40.07,False,False,False,False,False,False,False
2013,41.6,False,False,False,False,False,False,False
2012,40.89,False,False,False,False,False,False,False
2011,40.1,False,False,False,False,False,False,False
2010,39.3,False,False,False,False,False,False,False
2009,41.35,False,False,False,False,False,False,False
2008,40.21,False,False,False,False,False,False,False
2007,40.06,False,False,False,False,False,False,False
2006,40.49,False,False,False,False,False,False,False
2005,40.2,False,False,False,False,False,False,False
2004,40.01,False,False,False,False,False,False,False
2003,38.38,False,False,False,False,False,False,False
2002,40.62,False,False,False,False,False,False,False
2001,39.68,False,False,False,False,False,False,False
2000,40.75,False,False,False,False,False,False,False
1999,39.41,False,False,False,False,False,False,False
1998,38.59,False,False,False,False,False,False,False
1997,36.01,False,False,False,False,False,False,False
1996,36.19,False,False,False,False,False,False,False
1995,38.5,False,False,False,False,False,False,False
1994,37.79,False,False,False,False,False,False,False
1993,35.9,False,False,False,False,False,False,False
1992,35.01,False,False,False,False,False,False,False
1991,34.05,False,False,False,False,False,False,False
1990,34.39,False,False,False,False,False,False,False
1989,34.64,False,False,False,False,False,False,False
1988,37.89,False,False,False,False,False,False,False
1987,35.92,False,False,False,False,False,False,False
1986,35.42,False,False,False,False,False,False,False
1985,34.22,False,False,False,False,False,False,False
1984,33.82,False,False,False,False,False,False,False
1983,33.74,False,False,False,False,False,False,False
1982,32.4,False,False,False,False,False,False,False
1981,32.92,False,False,False,False,False,False,False
1980,35.1,False,False,False,False,False,False,False
1979,32.78,False,False,False,False,False,False,False
1978,36.63,False,False,False,False,False,False,False
1977,36.03,False,False,False,False,False,False,False
1976,37.05,False,False,False,False,False,False,False
1975,36.42,False,False,False,False,False,False,False
1974,36.81,False,False,False,False,False,False,False
1973,42.01,False,False,False,False,False,False,False
2022,17.32,False,True,False,False,False,True,False
2021,17.6,False,True,False,False,False,True,False
2020,17.61,False,True,False,False,False,True,False
2019,16.71,False,True,False,False,False,True,False
2018,16.44,False,True,False,False,False,True,False
2017,16.34,False,True,False,False,False,True,False
2016,16.02,False,True,False,False,False,True,False
2015,15.46,False,True,False,False,False,True,False
2014,14.77,False,True,False,False,False,True,False
2013,14.83,False,True,False,False,False,True,False
2012,14.79,False,True,False,False,False,True,False
2011,14.96,False,True,False,False,False,True,False
2010,15.0,False,True,False,False,False,True,False
2009,15.5,False,True,False,False,False,True,False
2008,15.31,False,True,False,False,False,True,False
2007,15.3,False,True,False,False,False,True,False
2006,14.91,False,True,False,False,False,True,False
2005,15.01,False,True,False,False,False,True,False
2004,15.21,False,True,False,False,False,True,False
2003,15.19,False,True,False,False,False,True,False
2002,15.05,False,True,False,False,False,True,False
2001,14.8,False,True,False,False,False,True,False
2000,14.54,False,True,False,False,False,True,False
1999,14.3,False,True,False,False,False,True,False
1998,14.13,False,True,False,False,False,True,False
1997,13.61,False,True,False,False,False,True,False
1996,13.57,False,True,False,False,False,True,False
1995,13.22,False,True,False,False,False,True,False
1994,13.54,False,True,False,False,False,True,False
1993,13.75,False,True,False,False,False,True,False
1992,14.04,False,True,False,False,False,True,False
1991,14.12,False,True,False,False,False,True,False
1990,14.4,False,True,False,False,False,True,False
1989,14.88,False,True,False,False,False,True,False
1988,14.85,False,True,False,False,False,True,False
1987,15.06,False,True,False,False,False,True,False
1986,15.24,False,True,False,False,False,True,False
1985,15.24,False,True,False,False,False,True,False
1984,15.31,False,True,False,False,False,True,False
1983,15.3,False,True,False,False,False,True,False
1982,15.67,False,True,False,False,False,True,False
1981,15.8,False,True,False,False,False,True,False
1980,16.4,False,True,False,False,False,True,False
1979,16.81,False,True,False,False,False,True,False
1978,16.3,False,True,False,False,False,True,False
1977,16.54,False,True,False,False,False,True,False
1976,16.71,False,True,False,False,False,True,False
1975,16.14,False,True,False,False,False,True,False
1974,17.26,False,True,False,False,False,True,False
1973,16.58,False,True,False,False,False,True,False
2022,20.72,False,True,False,False,True,False,False
2021,21.03,False,True,False,False,True,False,False
2020,21.46,False,True,False,False,True,False,False
2019,20.47,False,True,False,False,True,False,False
2018,20.13,False,True,False,False,True,False,False
2017,19.83,False,True,False,False,True,False,False
2016,19.47,False,True,False,False,True,False,False
2015,19.31,False,True,False,False,True,False,False
2014,18.43,False,True,False,False,True,False,False
2013,18.39,False,True,False,False,True,False,False
2012,18.37,False,True,False,False,True,False,False
2011,18.55,False,True,False,False,True,False,False
2010,19.27,False,True,False,False,True,False,False
2009,19.49,False,True,False,False,True,False,False
2008,19.14,False,True,False,False,True,False,False
2007,19.2,False,True,False,False,True,False,False
2006,19.15,False,True,False,False,True,False,False
2005,18.97,False,True,False,False,True,False,False
2004,19.07,False,True,False,False,True,False,False
2003,19.39,False,True,False,False,True,False,False
2002,18.97,False,True,False,False,True,False,False
2001,18.85,False,True,False,False,True,False,False
2000,18.5,False,True,False,False,True,False,False
1999,18.65,False,True,False,False,True,False,False
1998,18.52,False,True,False,False,True,False,False
1997,17.85,False,True,False,False,True,False,False
